house,category,constituency,district,state,representative,role,username,password
Lok Sabha,District Authority Auditor,PILIBHIT,PILIBHIT,Uttar Pradesh,JITIN PRASADA,District Authority Auditor,auditor_pilibhit,Auditor@Pilibhit2026!
Lok Sabha,Member of Parliament (Lok Sabha),PILIBHIT,PILIBHIT,Uttar Pradesh,JITIN PRASADA,Member of Parliament,mp_pilibhit,MP@Pilibhit2026!
Lok Sabha,District Authority Auditor,POLLACHI,POLLACHI,Tamil Nadu,ESWARASAMY K,District Authority Auditor,auditor_pollachi,Auditor@Pollachi2026!
Lok Sabha,Member of Parliament (Lok Sabha),POLLACHI,POLLACHI,Tamil Nadu,ESWARASAMY K,Member of Parliament,mp_pollachi,MP@Pollachi2026!
Lok Sabha,District Authority Auditor,PONNANI,PONNANI,Kerala,DR. M.P ABDUSSAMAD SAMADANI,District Authority Auditor,auditor_ponnani,Auditor@Ponnani2026!
Lok Sabha,Member of Parliament (Lok Sabha),PONNANI,PONNANI,Kerala,DR. M.P ABDUSSAMAD SAMADANI,Member of Parliament,mp_ponnani,MP@Ponnani2026!
Lok Sabha,District Authority Auditor,PORBANDAR,PORBANDAR,Gujarat,DR. MANSUKH MANDAVIYA,District Authority Auditor,auditor_porbandar,Auditor@Porbandar2026!
Lok Sabha,Member of Parliament (Lok Sabha),PORBANDAR,PORBANDAR,Gujarat,DR. MANSUKH MANDAVIYA,Member of Parliament,mp_porbandar,MP@Porbandar2026!
Lok Sabha,District Authority Auditor,PRATAPGARH,PRATAPGARH,Uttar Pradesh,DR. S P SINGH,District Authority Auditor,auditor_pratapgarh,Auditor@Pratapgarh2026!
Lok Sabha,Member of Parliament (Lok Sabha),PRATAPGARH,PRATAPGARH,Uttar Pradesh,DR. S P SINGH,Member of Parliament,mp_pratapgarh,MP@Pratapgarh2026!
Lok Sabha,District Authority Auditor,PUNE,PUNE,Maharashtra,MURLIDHAR MOHOL,District Authority Auditor,auditor_pune,Auditor@Pune2026!
Lok Sabha,Member of Parliament (Lok Sabha),PUNE,PUNE,Maharashtra,MURLIDHAR MOHOL,Member of Parliament,mp_pune,MP@Pune2026!
Lok Sabha,District Authority Auditor,PURI,PURI,Odisha,SAMBIT PATRA,District Authority Auditor,auditor_puri,Auditor@Puri2026!
Lok Sabha,Member of Parliament (Lok Sabha),PURI,PURI,Odisha,SAMBIT PATRA,Member of Parliament,mp_puri,MP@Puri2026!
Lok Sabha,District Authority Auditor,PURNEA,PURNEA,Bihar,RAJESH RANJAN ALIAS PAPPU YADAV,District Authority Auditor,auditor_purnea,Auditor@Purnea2026!
Lok Sabha,Member of Parliament (Lok Sabha),PURNEA,PURNEA,Bihar,RAJESH RANJAN ALIAS PAPPU YADAV,Member of Parliament,mp_purnea,MP@Purnea2026!
Lok Sabha,District Authority Auditor,PURULIA,PURULIA,West Bengal,Shri Jyotirmay Singh Mahato,District Authority Auditor,auditor_purulia,Auditor@Purulia2026!
Lok Sabha,Member of Parliament (Lok Sabha),PURULIA,PURULIA,West Bengal,Shri Jyotirmay Singh Mahato,Member of Parliament,mp_purulia,MP@Purulia2026!
Lok Sabha,District Authority Auditor,PURVI CHAMPARAN,PURVI CHAMPARAN,Bihar,Radha Mohan Singh,District Authority Auditor,auditor_purvi_champaran,Auditor@PurviChampar2026!
Lok Sabha,Member of Parliament (Lok Sabha),PURVI CHAMPARAN,PURVI CHAMPARAN,Bihar,Radha Mohan Singh,Member of Parliament,mp_purvi_champaran,MP@PurviChampar2026!
Lok Sabha,District Authority Auditor,Puducherry,Puducherry,Puducherry,Vaithilingam Ve,District Authority Auditor,auditor_puducherry,Auditor@Puducherry2026!
Lok Sabha,Member of Parliament (Lok Sabha),Puducherry,Puducherry,Puducherry,Vaithilingam Ve,Member of Parliament,mp_puducherry,MP@Puducherry2026!
Lok Sabha,District Authority Auditor,RAE BARELI,RAE BARELI,Uttar Pradesh,RAHUL GANDHI,District Authority Auditor,auditor_rae_bareli,Auditor@RaeBareli2026!
Lok Sabha,Member of Parliament (Lok Sabha),RAE BARELI,RAE BARELI,Uttar Pradesh,RAHUL GANDHI,Member of Parliament,mp_rae_bareli,MP@RaeBareli2026!
Lok Sabha,District Authority Auditor,RAICHUR(ST),RAICHUR(ST),Karnataka,G. KUMAR NAIK,District Authority Auditor,auditor_raichur,Auditor@Raichur2026!
Lok Sabha,Member of Parliament (Lok Sabha),RAICHUR(ST),RAICHUR(ST),Karnataka,G. KUMAR NAIK,Member of Parliament,mp_raichur,MP@Raichur2026!
Lok Sabha,District Authority Auditor,RAIGAD,RAIGAD,Maharashtra,Sunil Dattatray Tatkare,District Authority Auditor,auditor_raigad,Auditor@Raigad2026!
Lok Sabha,Member of Parliament (Lok Sabha),RAIGAD,RAIGAD,Maharashtra,Sunil Dattatray Tatkare,Member of Parliament,mp_raigad,MP@Raigad2026!
Lok Sabha,District Authority Auditor,RAIGANJ,RAIGANJ,West Bengal,KARTICK CHANDRA PAUL,District Authority Auditor,auditor_raiganj,Auditor@Raiganj2026!
Lok Sabha,Member of Parliament (Lok Sabha),RAIGANJ,RAIGANJ,West Bengal,KARTICK CHANDRA PAUL,Member of Parliament,mp_raiganj,MP@Raiganj2026!
Lok Sabha,District Authority Auditor,RAIGARH(ST),RAIGARH(ST),Chhattisgarh,RADHE SHYAM RATHIYA,District Authority Auditor,auditor_raigarh,Auditor@Raigarh2026!
Lok Sabha,Member of Parliament (Lok Sabha),RAIGARH(ST),RAIGARH(ST),Chhattisgarh,RADHE SHYAM RATHIYA,Member of Parliament,mp_raigarh,MP@Raigarh2026!
Lok Sabha,District Authority Auditor,RAIPUR,RAIPUR,Chhattisgarh,BRIJMOHAN AGRAWAL,District Authority Auditor,auditor_raipur,Auditor@Raipur2026!
Lok Sabha,Member of Parliament (Lok Sabha),RAIPUR,RAIPUR,Chhattisgarh,BRIJMOHAN AGRAWAL,Member of Parliament,mp_raipur,MP@Raipur2026!
Lok Sabha,District Authority Auditor,RAJAHMUNDRY,RAJAHMUNDRY,Andhra Pradesh,Daggubati Purandeshwari,District Authority Auditor,auditor_rajahmundry,Auditor@Rajahmundry2026!
Lok Sabha,Member of Parliament (Lok Sabha),RAJAHMUNDRY,RAJAHMUNDRY,Andhra Pradesh,Daggubati Purandeshwari,Member of Parliament,mp_rajahmundry,MP@Rajahmundry2026!
Lok Sabha,District Authority Auditor,RAJAMPET,RAJAMPET,Andhra Pradesh,Midhun Reddy,District Authority Auditor,auditor_rajampet,Auditor@Rajampet2026!
Lok Sabha,Member of Parliament (Lok Sabha),RAJAMPET,RAJAMPET,Andhra Pradesh,Midhun Reddy,Member of Parliament,mp_rajampet,MP@Rajampet2026!
Lok Sabha,District Authority Auditor,RAJGARH,RAJGARH,Madhya Pradesh,Rodmal Nagar,District Authority Auditor,auditor_rajgarh,Auditor@Rajgarh2026!
Lok Sabha,Member of Parliament (Lok Sabha),RAJGARH,RAJGARH,Madhya Pradesh,Rodmal Nagar,Member of Parliament,mp_rajgarh,MP@Rajgarh2026!
Lok Sabha,District Authority Auditor,RAJKOT,RAJKOT,Gujarat,PARSHOTTAMBHAI RUPALA,District Authority Auditor,auditor_rajkot,Auditor@Rajkot2026!
Lok Sabha,Member of Parliament (Lok Sabha),RAJKOT,RAJKOT,Gujarat,PARSHOTTAMBHAI RUPALA,Member of Parliament,mp_rajkot,MP@Rajkot2026!
Lok Sabha,District Authority Auditor,RAJMAHAL(ST),RAJMAHAL(ST),Jharkhand,Vijay Kumar Hansdak,District Authority Auditor,auditor_rajmahal,Auditor@Rajmahal2026!
Lok Sabha,Member of Parliament (Lok Sabha),RAJMAHAL(ST),RAJMAHAL(ST),Jharkhand,Vijay Kumar Hansdak,Member of Parliament,mp_rajmahal,MP@Rajmahal2026!
Lok Sabha,District Authority Auditor,RAJNANDGAON,RAJNANDGAON,Chhattisgarh,Santosh Pandey,District Authority Auditor,auditor_rajnandgaon,Auditor@Rajnandgaon2026!
Lok Sabha,Member of Parliament (Lok Sabha),RAJNANDGAON,RAJNANDGAON,Chhattisgarh,Santosh Pandey,Member of Parliament,mp_rajnandgaon,MP@Rajnandgaon2026!
Lok Sabha,District Authority Auditor,RAJSAMAND,RAJSAMAND,Rajasthan,MAHIMA KUMARI MEWAR,District Authority Auditor,auditor_rajsamand,Auditor@Rajsamand2026!
Lok Sabha,Member of Parliament (Lok Sabha),RAJSAMAND,RAJSAMAND,Rajasthan,MAHIMA KUMARI MEWAR,Member of Parliament,mp_rajsamand,MP@Rajsamand2026!
Lok Sabha,District Authority Auditor,RAMANATHAPURAM,RAMANATHAPURAM,Tamil Nadu,Kani K Navas,District Authority Auditor,auditor_ramanathapuram,Auditor@Ramanathapur2026!
Lok Sabha,Member of Parliament (Lok Sabha),RAMANATHAPURAM,RAMANATHAPURAM,Tamil Nadu,Kani K Navas,Member of Parliament,mp_ramanathapuram,MP@Ramanathapur2026!
Lok Sabha,District Authority Auditor,RAMPUR,RAMPUR,Uttar Pradesh,MOHIBBULLAH,District Authority Auditor,auditor_rampur,Auditor@Rampur2026!
Lok Sabha,Member of Parliament (Lok Sabha),RAMPUR,RAMPUR,Uttar Pradesh,MOHIBBULLAH,Member of Parliament,mp_rampur,MP@Rampur2026!
Lok Sabha,District Authority Auditor,RAMTEK(SC),RAMTEK(SC),Maharashtra,Shyamkumar,District Authority Auditor,auditor_ramtek,Auditor@Ramtek2026!
Lok Sabha,Member of Parliament (Lok Sabha),RAMTEK(SC),RAMTEK(SC),Maharashtra,Shyamkumar,Member of Parliament,mp_ramtek,MP@Ramtek2026!
Lok Sabha,District Authority Auditor,RANAGHAT(SC),RANAGHAT(SC),West Bengal,Jagannath Sarkar,District Authority Auditor,auditor_ranaghat,Auditor@Ranaghat2026!
Lok Sabha,Member of Parliament (Lok Sabha),RANAGHAT(SC),RANAGHAT(SC),West Bengal,Jagannath Sarkar,Member of Parliament,mp_ranaghat,MP@Ranaghat2026!
Lok Sabha,District Authority Auditor,RANCHI,RANCHI,Jharkhand,Sanjay Seth,District Authority Auditor,auditor_ranchi,Auditor@Ranchi2026!
Lok Sabha,Member of Parliament (Lok Sabha),RANCHI,RANCHI,Jharkhand,Sanjay Seth,Member of Parliament,mp_ranchi,MP@Ranchi2026!
Lok Sabha,District Authority Auditor,RATLAM(ST),RATLAM(ST),Madhya Pradesh,ANITA NAGARSINGH CHOUHAN,District Authority Auditor,auditor_ratlam,Auditor@Ratlam2026!
Lok Sabha,Member of Parliament (Lok Sabha),RATLAM(ST),RATLAM(ST),Madhya Pradesh,ANITA NAGARSINGH CHOUHAN,Member of Parliament,mp_ratlam,MP@Ratlam2026!
Lok Sabha,District Authority Auditor,RATNAGIRI-SINDHUDURG,RATNAGIRI-SINDHUDURG,Maharashtra,NARAYAN TATU RANE,District Authority Auditor,auditor_ratnagiri_sindhudurg,Auditor@RatnagiriSin2026!
Lok Sabha,Member of Parliament (Lok Sabha),RATNAGIRI-SINDHUDURG,RATNAGIRI-SINDHUDURG,Maharashtra,NARAYAN TATU RANE,Member of Parliament,mp_ratnagiri_sindhudurg,MP@RatnagiriSin2026!
Lok Sabha,District Authority Auditor,RAVER,RAVER,Maharashtra,Smt Raksha Nikhil Khadse,District Authority Auditor,auditor_raver,Auditor@Raver2026!
Lok Sabha,Member of Parliament (Lok Sabha),RAVER,RAVER,Maharashtra,Smt Raksha Nikhil Khadse,Member of Parliament,mp_raver,MP@Raver2026!
Lok Sabha,District Authority Auditor,REWA,REWA,Madhya Pradesh,Janardan Mishra,District Authority Auditor,auditor_rewa,Auditor@Rewa2026!
Lok Sabha,Member of Parliament (Lok Sabha),REWA,REWA,Madhya Pradesh,Janardan Mishra,Member of Parliament,mp_rewa,MP@Rewa2026!
Lok Sabha,District Authority Auditor,ROBERTSGANJ(SC),ROBERTSGANJ(SC),Uttar Pradesh,CHHOTELAL,District Authority Auditor,auditor_robertsganj,Auditor@Robertsganj2026!
Lok Sabha,Member of Parliament (Lok Sabha),ROBERTSGANJ(SC),ROBERTSGANJ(SC),Uttar Pradesh,CHHOTELAL,Member of Parliament,mp_robertsganj,MP@Robertsganj2026!
Lok Sabha,District Authority Auditor,ROHTAK,ROHTAK,Haryana,DEEPENDER SINGH HOODA,District Authority Auditor,auditor_rohtak,Auditor@Rohtak2026!
Lok Sabha,Member of Parliament (Lok Sabha),ROHTAK,ROHTAK,Haryana,DEEPENDER SINGH HOODA,Member of Parliament,mp_rohtak,MP@Rohtak2026!
Lok Sabha,District Authority Auditor,SABARKANTHA,SABARKANTHA,Gujarat,SHOBHANABEN MAHENDRASINH BARAIYA,District Authority Auditor,auditor_sabarkantha,Auditor@Sabarkantha2026!
Lok Sabha,Member of Parliament (Lok Sabha),SABARKANTHA,SABARKANTHA,Gujarat,SHOBHANABEN MAHENDRASINH BARAIYA,Member of Parliament,mp_sabarkantha,MP@Sabarkantha2026!
Lok Sabha,District Authority Auditor,SAGAR,SAGAR,Madhya Pradesh,DR. LATA WANKHEDE,District Authority Auditor,auditor_sagar,Auditor@Sagar2026!
Lok Sabha,Member of Parliament (Lok Sabha),SAGAR,SAGAR,Madhya Pradesh,DR. LATA WANKHEDE,Member of Parliament,mp_sagar,MP@Sagar2026!
Lok Sabha,District Authority Auditor,SAHARANPUR,SAHARANPUR,Uttar Pradesh,IMRAN MASOOD,District Authority Auditor,auditor_saharanpur,Auditor@Saharanpur2026!
Lok Sabha,Member of Parliament (Lok Sabha),SAHARANPUR,SAHARANPUR,Uttar Pradesh,IMRAN MASOOD,Member of Parliament,mp_saharanpur,MP@Saharanpur2026!
Lok Sabha,District Authority Auditor,SALEM,SALEM,Tamil Nadu,SELVAGANAPATHI T M,District Authority Auditor,auditor_salem,Auditor@Salem2026!
Lok Sabha,Member of Parliament (Lok Sabha),SALEM,SALEM,Tamil Nadu,SELVAGANAPATHI T M,Member of Parliament,mp_salem,MP@Salem2026!
Lok Sabha,District Authority Auditor,SALEMPUR,SALEMPUR,Uttar Pradesh,RAMASHANKAR RAJBHAR,District Authority Auditor,auditor_salempur,Auditor@Salempur2026!
Lok Sabha,Member of Parliament (Lok Sabha),SALEMPUR,SALEMPUR,Uttar Pradesh,RAMASHANKAR RAJBHAR,Member of Parliament,mp_salempur,MP@Salempur2026!
Lok Sabha,District Authority Auditor,SAMASTIPUR(SC),SAMASTIPUR(SC),Bihar,SHAMBHAVI,District Authority Auditor,auditor_samastipur,Auditor@Samastipur2026!
Lok Sabha,Member of Parliament (Lok Sabha),SAMASTIPUR(SC),SAMASTIPUR(SC),Bihar,SHAMBHAVI,Member of Parliament,mp_samastipur,MP@Samastipur2026!
Lok Sabha,District Authority Auditor,SAMBALPUR,SAMBALPUR,Odisha,DHARMENDRA PRADHAN,District Authority Auditor,auditor_sambalpur,Auditor@Sambalpur2026!
Lok Sabha,Member of Parliament (Lok Sabha),SAMBALPUR,SAMBALPUR,Odisha,DHARMENDRA PRADHAN,Member of Parliament,mp_sambalpur,MP@Sambalpur2026!
Lok Sabha,District Authority Auditor,SAMBHAL,SAMBHAL,Uttar Pradesh,ZIA UR REHMAN,District Authority Auditor,auditor_sambhal,Auditor@Sambhal2026!
Lok Sabha,Member of Parliament (Lok Sabha),SAMBHAL,SAMBHAL,Uttar Pradesh,ZIA UR REHMAN,Member of Parliament,mp_sambhal,MP@Sambhal2026!
Lok Sabha,District Authority Auditor,SANGLI,SANGLI,Maharashtra,VISHAL,District Authority Auditor,auditor_sangli,Auditor@Sangli2026!
Lok Sabha,Member of Parliament (Lok Sabha),SANGLI,SANGLI,Maharashtra,VISHAL,Member of Parliament,mp_sangli,MP@Sangli2026!
Lok Sabha,District Authority Auditor,SANGRUR,SANGRUR,Punjab,GURMEET SINGH MEET HAYER,District Authority Auditor,auditor_sangrur,Auditor@Sangrur2026!
Lok Sabha,Member of Parliament (Lok Sabha),SANGRUR,SANGRUR,Punjab,GURMEET SINGH MEET HAYER,Member of Parliament,mp_sangrur,MP@Sangrur2026!
Lok Sabha,District Authority Auditor,SANT KABIR NAGAR,SANT KABIR NAGAR,Uttar Pradesh,LAXMIKANT PAPPU NISHAD,District Authority Auditor,auditor_sant_kabir_nagar,Auditor@SantKabirNag2026!
Lok Sabha,Member of Parliament (Lok Sabha),SANT KABIR NAGAR,SANT KABIR NAGAR,Uttar Pradesh,LAXMIKANT PAPPU NISHAD,Member of Parliament,mp_sant_kabir_nagar,MP@SantKabirNag2026!
Lok Sabha,District Authority Auditor,SARAN,SARAN,Bihar,Rajiv Pratap Rudy,District Authority Auditor,auditor_saran,Auditor@Saran2026!
Lok Sabha,Member of Parliament (Lok Sabha),SARAN,SARAN,Bihar,Rajiv Pratap Rudy,Member of Parliament,mp_saran,MP@Saran2026!
Lok Sabha,District Authority Auditor,SARGUJA(ST),SARGUJA(ST),Chhattisgarh,CHINTAMANI MAHARAJ,District Authority Auditor,auditor_sarguja,Auditor@Sarguja2026!
Lok Sabha,Member of Parliament (Lok Sabha),SARGUJA(ST),SARGUJA(ST),Chhattisgarh,CHINTAMANI MAHARAJ,Member of Parliament,mp_sarguja,MP@Sarguja2026!
Lok Sabha,District Authority Auditor,SASARAM(SC),SASARAM(SC),Bihar,MANOJ KUMAR,District Authority Auditor,auditor_sasaram,Auditor@Sasaram2026!
Lok Sabha,Member of Parliament (Lok Sabha),SASARAM(SC),SASARAM(SC),Bihar,MANOJ KUMAR,Member of Parliament,mp_sasaram,MP@Sasaram2026!
Lok Sabha,District Authority Auditor,SATARA,SATARA,Maharashtra,SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,District Authority Auditor,auditor_satara,Auditor@Satara2026!
Lok Sabha,Member of Parliament (Lok Sabha),SATARA,SATARA,Maharashtra,SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,Member of Parliament,mp_satara,MP@Satara2026!
Lok Sabha,District Authority Auditor,SATNA,SATNA,Madhya Pradesh,Ganesh Singh,District Authority Auditor,auditor_satna,Auditor@Satna2026!
Lok Sabha,Member of Parliament (Lok Sabha),SATNA,SATNA,Madhya Pradesh,Ganesh Singh,Member of Parliament,mp_satna,MP@Satna2026!
Lok Sabha,District Authority Auditor,SECUNDERABAD,SECUNDERABAD,Telangana,Kishan Reddy Gangapuram,District Authority Auditor,auditor_secunderabad,Auditor@Secunderabad2026!
Lok Sabha,Member of Parliament (Lok Sabha),SECUNDERABAD,SECUNDERABAD,Telangana,Kishan Reddy Gangapuram,Member of Parliament,mp_secunderabad,MP@Secunderabad2026!
Lok Sabha,District Authority Auditor,SHAHDOL (ST),SHAHDOL (ST),Madhya Pradesh,Smt Himadri Singh,District Authority Auditor,auditor_shahdol,Auditor@Shahdol2026!
Lok Sabha,Member of Parliament (Lok Sabha),SHAHDOL (ST),SHAHDOL (ST),Madhya Pradesh,Smt Himadri Singh,Member of Parliament,mp_shahdol,MP@Shahdol2026!
Lok Sabha,District Authority Auditor,SHAHJAHANPUR(SC),SHAHJAHANPUR(SC),Uttar Pradesh,Shri Arun Kumar Sagar,District Authority Auditor,auditor_shahjahanpur,Auditor@Shahjahanpur2026!
Lok Sabha,Member of Parliament (Lok Sabha),SHAHJAHANPUR(SC),SHAHJAHANPUR(SC),Uttar Pradesh,Shri Arun Kumar Sagar,Member of Parliament,mp_shahjahanpur,MP@Shahjahanpur2026!
Lok Sabha,District Authority Auditor,SHEOHAR,SHEOHAR,Bihar,LOVELY ANAND,District Authority Auditor,auditor_sheohar,Auditor@Sheohar2026!
Lok Sabha,Member of Parliament (Lok Sabha),SHEOHAR,SHEOHAR,Bihar,LOVELY ANAND,Member of Parliament,mp_sheohar,MP@Sheohar2026!
Lok Sabha,District Authority Auditor,SHILLONG,SHILLONG,Meghalaya,ANDREW J. SYNGKON,District Authority Auditor,auditor_shillong,Auditor@Shillong2026!
Lok Sabha,Member of Parliament (Lok Sabha),SHILLONG,SHILLONG,Meghalaya,ANDREW J. SYNGKON,Member of Parliament,mp_shillong,MP@Shillong2026!
Lok Sabha,District Authority Auditor,SHIMLA (SC),SHIMLA (SC),Himachal Pradesh,Suresh Kumar Kashyap,District Authority Auditor,auditor_shimla,Auditor@Shimla2026!
Lok Sabha,Member of Parliament (Lok Sabha),SHIMLA (SC),SHIMLA (SC),Himachal Pradesh,Suresh Kumar Kashyap,Member of Parliament,mp_shimla,MP@Shimla2026!
Lok Sabha,District Authority Auditor,SHIMOGA,SHIMOGA,Karnataka,Shri B Y Raghavendra,District Authority Auditor,auditor_shimoga,Auditor@Shimoga2026!
Lok Sabha,Member of Parliament (Lok Sabha),SHIMOGA,SHIMOGA,Karnataka,Shri B Y Raghavendra,Member of Parliament,mp_shimoga,MP@Shimoga2026!
Lok Sabha,District Authority Auditor,SHIRDI(SC),SHIRDI(SC),Maharashtra,BHAUSAHEB RAJARAM WAKCHAURE,District Authority Auditor,auditor_shirdi,Auditor@Shirdi2026!
Lok Sabha,Member of Parliament (Lok Sabha),SHIRDI(SC),SHIRDI(SC),Maharashtra,BHAUSAHEB RAJARAM WAKCHAURE,Member of Parliament,mp_shirdi,MP@Shirdi2026!
Lok Sabha,District Authority Auditor,SHIRUR,SHIRUR,Maharashtra,Amol Ramsing Kolhe,District Authority Auditor,auditor_shirur,Auditor@Shirur2026!
Lok Sabha,Member of Parliament (Lok Sabha),SHIRUR,SHIRUR,Maharashtra,Amol Ramsing Kolhe,Member of Parliament,mp_shirur,MP@Shirur2026!
Lok Sabha,District Authority Auditor,SHRAWASTI,SHRAWASTI,Uttar Pradesh,Ram Shiromani,District Authority Auditor,auditor_shrawasti,Auditor@Shrawasti2026!
Lok Sabha,Member of Parliament (Lok Sabha),SHRAWASTI,SHRAWASTI,Uttar Pradesh,Ram Shiromani,Member of Parliament,mp_shrawasti,MP@Shrawasti2026!
Lok Sabha,District Authority Auditor,SIDHI,SIDHI,Madhya Pradesh,DR. RAJESH MISHRA,District Authority Auditor,auditor_sidhi,Auditor@Sidhi2026!
Lok Sabha,Member of Parliament (Lok Sabha),SIDHI,SIDHI,Madhya Pradesh,DR. RAJESH MISHRA,Member of Parliament,mp_sidhi,MP@Sidhi2026!
Lok Sabha,District Authority Auditor,SIKAR,SIKAR,Rajasthan,AMRARAM,District Authority Auditor,auditor_sikar,Auditor@Sikar2026!
Lok Sabha,Member of Parliament (Lok Sabha),SIKAR,SIKAR,Rajasthan,AMRARAM,Member of Parliament,mp_sikar,MP@Sikar2026!
Lok Sabha,District Authority Auditor,SIKKIM,SIKKIM,Sikkim,Indra Hang Subba,District Authority Auditor,auditor_sikkim,Auditor@Sikkim2026!
Lok Sabha,Member of Parliament (Lok Sabha),SIKKIM,SIKKIM,Sikkim,Indra Hang Subba,Member of Parliament,mp_sikkim,MP@Sikkim2026!
Lok Sabha,District Authority Auditor,SILCHAR,SILCHAR,Assam,PARIMAL SUKLABAIDYA,District Authority Auditor,auditor_silchar,Auditor@Silchar2026!
Lok Sabha,Member of Parliament (Lok Sabha),SILCHAR,SILCHAR,Assam,PARIMAL SUKLABAIDYA,Member of Parliament,mp_silchar,MP@Silchar2026!
Lok Sabha,District Authority Auditor,SINGHBHUM(ST),SINGHBHUM(ST),Jharkhand,JOBA MAJHI,District Authority Auditor,auditor_singhbhum,Auditor@Singhbhum2026!
Lok Sabha,Member of Parliament (Lok Sabha),SINGHBHUM(ST),SINGHBHUM(ST),Jharkhand,JOBA MAJHI,Member of Parliament,mp_singhbhum,MP@Singhbhum2026!
Lok Sabha,District Authority Auditor,SIRSA(SC),SIRSA(SC),Haryana,SELJA,District Authority Auditor,auditor_sirsa,Auditor@Sirsa2026!
Lok Sabha,Member of Parliament (Lok Sabha),SIRSA(SC),SIRSA(SC),Haryana,SELJA,Member of Parliament,mp_sirsa,MP@Sirsa2026!
Lok Sabha,District Authority Auditor,SITAMARHI,SITAMARHI,Bihar,DEVESH CHANDRA THAKUR,District Authority Auditor,auditor_sitamarhi,Auditor@Sitamarhi2026!
Lok Sabha,Member of Parliament (Lok Sabha),SITAMARHI,SITAMARHI,Bihar,DEVESH CHANDRA THAKUR,Member of Parliament,mp_sitamarhi,MP@Sitamarhi2026!
Lok Sabha,District Authority Auditor,SITAPUR,SITAPUR,Uttar Pradesh,RAKESH RATHOR,District Authority Auditor,auditor_sitapur,Auditor@Sitapur2026!
Lok Sabha,Member of Parliament (Lok Sabha),SITAPUR,SITAPUR,Uttar Pradesh,RAKESH RATHOR,Member of Parliament,mp_sitapur,MP@Sitapur2026!
Lok Sabha,District Authority Auditor,SIVAGANGA,SIVAGANGA,Tamil Nadu,Shri Karti P Chidambaram,District Authority Auditor,auditor_sivaganga,Auditor@Sivaganga2026!
Lok Sabha,Member of Parliament (Lok Sabha),SIVAGANGA,SIVAGANGA,Tamil Nadu,Shri Karti P Chidambaram,Member of Parliament,mp_sivaganga,MP@Sivaganga2026!
Lok Sabha,District Authority Auditor,SIWAN,SIWAN,Bihar,VIJAYLAKSHMI DEVI,District Authority Auditor,auditor_siwan,Auditor@Siwan2026!
Lok Sabha,Member of Parliament (Lok Sabha),SIWAN,SIWAN,Bihar,VIJAYLAKSHMI DEVI,Member of Parliament,mp_siwan,MP@Siwan2026!
Lok Sabha,District Authority Auditor,SOLAPUR(SC),SOLAPUR(SC),Maharashtra,PRANITI SUSHILKUMAR SHINDE,District Authority Auditor,auditor_solapur,Auditor@Solapur2026!
Lok Sabha,Member of Parliament (Lok Sabha),SOLAPUR(SC),SOLAPUR(SC),Maharashtra,PRANITI SUSHILKUMAR SHINDE,Member of Parliament,mp_solapur,MP@Solapur2026!
Lok Sabha,District Authority Auditor,SONEPAT,SONEPAT,Haryana,SATPAL BRAHAMCHARI,District Authority Auditor,auditor_sonepat,Auditor@Sonepat2026!
Lok Sabha,Member of Parliament (Lok Sabha),SONEPAT,SONEPAT,Haryana,SATPAL BRAHAMCHARI,Member of Parliament,mp_sonepat,MP@Sonepat2026!
Lok Sabha,District Authority Auditor,SOUTH DELHI,SOUTH DELHI,Delhi,Ramvir Singh Bidhuri,District Authority Auditor,auditor_south_delhi,Auditor@SouthDelhi2026!
Lok Sabha,Member of Parliament (Lok Sabha),SOUTH DELHI,SOUTH DELHI,Delhi,Ramvir Singh Bidhuri,Member of Parliament,mp_south_delhi,MP@SouthDelhi2026!
Lok Sabha,District Authority Auditor,SOUTH GOA,SOUTH GOA,Goa,CAPTAIN VIRIATO FERNANDES,District Authority Auditor,auditor_south_goa,Auditor@SouthGoa2026!
Lok Sabha,Member of Parliament (Lok Sabha),SOUTH GOA,SOUTH GOA,Goa,CAPTAIN VIRIATO FERNANDES,Member of Parliament,mp_south_goa,MP@SouthGoa2026!
